,Username,Name,No_of_followers,No_of_followees,Tweet,Location,Created_at,Like_count,Retweet_count,to0,to1,to2,to3,to4,to5
372,denis_michel182,Ruwet,36,98,@corbuzier UDAH SEMANGAT BANGET MAU NYERANG ISLAM GAK TAU NYA PESANTREN SYIAH..AMBYAR DED..??????,,12/10/2021 23:52,0,0,corbuzier,,,,,
373,devy215,@Devy215manalu #????????????#,7295,5948,"@ShofiaTiga8 @elkrova @corbuzier Yup ????,jempol nitizen pun gak kalah gercep",,12/10/2021 23:47,0,0,ShofiaTiga8,elkrova,corbuzier,,,
374,ronnyrooony,Ronny Firmansyah,20,97,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 23:45,0,28,corbuzier,,,,,
375,qopplaq,????,136,843,"@Dennysiregar7 modus pngalihan asu: nyalahin setan/syiah, prkosaan disebut sbg kawin mut'ah. ntar asu2 yg ada di pic itu rebutan cuci tangan, ngeles bhw plaku sdh lama non aktif, dsb. #asukabeh ?? @yudi_lek @corbuzier @Wan9Wong2132 @Adiiiinnnnnn  @Ayang_Utriza @ridwankamil @RetnoListyarti",,12/10/2021 23:39,3,0,Dennysiregar7,yudi_lek,corbuzier,Wan9Wong2132,Adiiiinnnnnn,
376,aluf_mantab,ALUF ????#TEMANGANJAR???? #BuzzerNKRI????,2040,2487,@corbuzier Kasihan si Anjing kok disamain sama kelakuan orang itu,warung bakso,12/10/2021 23:34,0,0,corbuzier,,,,,
377,Uyun0202,Uyun,16,53,@ismy79559952 @corbuzier Anak usia belasan tahun??? Paham juga belom kali,,12/10/2021 23:23,0,0,ismy79559952,corbuzier,,,,
378,hegarhanugrah,Red Baron,190,1012,@try2bg0od @Bebe_Rider @corbuzier Soalnya doi blm pernah diperkosa,,12/10/2021 22:58,0,0,try2bg0od,Bebe_Rider,corbuzier,,,
379,hegarhanugrah,Red Baron,190,1012,@corbuzier Lebih dari anjing om,,12/10/2021 22:57,0,0,corbuzier,,,,,
380,Agusahmaddd1,Agusahmaddd,11,46,@septianasa07 Setelah liat ini om @corbuzier  jadi pindah gk ya wkwk,,12/10/2021 22:55,0,0,septianasa07,corbuzier,,,,
381,thewixbram,thewix bram,31,127,@AREAJULID Siapa hakimnya sih? Lama2 hukum ga dianggep sama artis2 nih klo gini @KejaksaanRI  @jokowi  @corbuzier,,12/10/2021 22:43,0,0,AREAJULID,KejaksaanRI,jokowi,corbuzier,,
382,apinpf,i'm alien,217,139,@uusbiasaaja Yok ditunggu yok podcast dengan om deddy @corbuzier,"Jawa Timur, Indonesia",12/10/2021 22:43,0,0,uusbiasaaja,corbuzier,,,,
383,Dok246,ASBI,1,47,@CNNIndonesia siap sopan.. terima kasih pencerahannya... @KejaksaanRI @biropeg @NajwaShihab @corbuzier,,12/10/2021 22:37,0,0,CNNIndonesia,KejaksaanRI,biropeg,NajwaShihab,corbuzier,
384,tiupdulu,not ur habibti,57,118,@Bebe_Rider @corbuzier Anjjj gblk bgt,,12/10/2021 22:32,0,0,Bebe_Rider,corbuzier,,,,
385,zainMnskwhegsyw,"bismillah semangat,",216,475,@corbuzier Sangat sangat mencoreng nama pesantren! Padahal itu boardingschooll??,Indonesia ,12/10/2021 20:13,0,0,corbuzier,,,,,
386,masdesu_,masdesu,3,37,"@corbuzier mau ngingetin aja om, jadi pindah negara gk? wkkw",Asgard,12/10/2021 19:37,0,0,corbuzier,,,,,
387,qopplaq,????,136,843,@soeripsarap @MurtadhaOne1 mngkin mrk semodus sepercabulan. ???? #predators @Wan9Wong2132 @yudi_lek @Adiiiinnnnnn @YRadianto @Irwan2yah @tukangrosok___ @Listy9021 @YaqutCQoumas @AimanWitjaksono @mardiasih @ridwankamil @Paltiwest @jokowi @AtikaFaya @yusuf_dumdum @GunRomli @MUIPusat @corbuzier @AdeArmando24,,12/10/2021 19:18,1,0,soeripsarap,MurtadhaOne1,Wan9Wong2132,yudi_lek,Adiiiinnnnnn,corbuzier
388,DJ17__,Nama tidak boleh kosong,1,22,@corbuzier Anjing emang gitu,62,12/10/2021 19:01,0,0,corbuzier,,,,,
389,yogaGARISKERAS,Agoy_MEEGRAND,48,335,@CNNIndonesia Om @corbuzier jadi nihh pindah negara,,12/10/2021 19:00,0,0,CNNIndonesia,corbuzier,,,,
390,sannlesan,Sandra Agustina,738,155,"@corbuzier Please lah, anjing gw ga serendah dia. Sbg pmilik anjing, ga seneng gw , anjing disama2in kek dia.","ÜT: -6.163712,106.845522",12/10/2021 18:51,0,0,corbuzier,,,,,
391,Linin87160313,Linin,1,84,"@sandiuno @Kemenparekraf @corbuzier Hebat. Mantap.   Pak  Mentri  Hrs. Punya. Komitmen. Keras. Melawan. Koru PP si
Demi. Kesejahteraan. Rakyat.  Kemajuan. Pembangunan Indonesia. N. Maka. Pembangunan. SDM. Hrs. Disiplin. Kwalitas nya",Palopo,12/10/2021 18:50,0,0,sandiuno,Kemenparekraf,corbuzier,,,
392,inghau,Mybadhabbit,28,94,@corbuzier Tumben anjing biasanya babi yg disalahin,"ÜT: -6.2092245,106.8195553",12/10/2021 18:38,0,0,corbuzier,,,,,
393,inghau,Mybadhabbit,28,94,@dsubono9 @corbuzier Kutu anjing or tai anjing mungkin lebih tepat kak.,"ÜT: -6.2092245,106.8195553",12/10/2021 18:36,1,1,dsubono9,corbuzier,,,,
394,RidwanSaputrra,Ridwan Saputra,62,159,"@uusbiasaaja @corbuzier Sumpah, becanda banget ini alasan karena sopan ga dipenjara .  ??",,12/10/2021 18:29,0,0,uusbiasaaja,corbuzier,,,,
395,RudLee,RudLee,42,59,"@uusbiasaaja @corbuzier ini nih om, kurang dikawal tiba” uda selesai ??",Jakarta Capital Region,12/10/2021 18:28,0,0,uusbiasaaja,corbuzier,,,,
396,RidwanSaputrra,Ridwan Saputra,62,159,@uusbiasaaja Ayo speak up lagi bareng om deddy @corbuzier ditambah mbak nikita mirzani yang kemarin dipodcast kalo si RV ga dipenjara mau pindah negara ??,,12/10/2021 18:28,1,0,uusbiasaaja,corbuzier,,,,
397,PusatNusa,TOPAD,216,5000,"RT @PusatNusa: @corbuzier #Perubahan tak kunjung nyata, peringatan akan lebih keras.  

Seperti apa, yuk vilarkan, moga diampuni ??https://t…",Jakarta,12/10/2021 17:37,0,1,PusatNusa,corbuzier,,,,
398,aguscosmo,Agus Cosmo,1556,3569,"RT @pem1rsa: @GunRomli hayo, mulai kebongkar kedok2 para monster, teroris seksual. biasany akn ada modus ngeles, cuci tangan, denial, dsb.…",Bekasi,12/10/2021 17:08,0,1,pem1rsa,GunRomli,,,,
399,moomooland17,??,150,142,"@CNNIndonesia @corbuzier katanya om ded kalo rv gadipenjara mau pindah negara,??????",,12/10/2021 17:05,0,0,CNNIndonesia,corbuzier,,,,
400,HaikhSmartikh,Hadi Mubarak,195,266,"@CNNIndonesia Om Ded @corbuzier , jadi pindah negara? ??",DKI Jakarta,12/10/2021 16:35,0,0,CNNIndonesia,corbuzier,,,,
401,InsomniaIvan,Ivan_Insomnia,0,21,@CNNIndonesia @corbuzier gmn jd pindah negara ga om ......,,12/10/2021 16:28,0,0,CNNIndonesia,corbuzier,,,,
402,mowglindo,NyoGo,453,1927,@corbuzier Luh jd pindah warga negara bang? https://t.co/7tJKDl2a0o,Jakarta - Denpasar,12/10/2021 16:27,0,0,corbuzier,,,,,
403,mowglindo,NyoGo,453,1927,@CNNIndonesia @corbuzier  jadi pindah warga negara gak neh?,Jakarta - Denpasar,12/10/2021 16:21,0,0,CNNIndonesia,corbuzier,,,,
404,ibn_kholiq,????? ???????,147,517,@corbuzier Kasian anjing,Bogor,12/10/2021 16:09,0,0,corbuzier,,,,,
405,IbmBudi,i.d.c,25,223,"@RyaWiedy gila yah... terjadi dimana2..!!
para bajingan ini ????????
gw pikir yg marah cmn gw, td liat podcas @DeddyCorbuzzier @corbuzier . ternyata dia jg marah2.",,12/10/2021 15:32,0,0,RyaWiedy,,,,,
406,elly_sushine,Sunshine,86,94,@CNNIndonesia Hallo Om @corbuzier,Lamongan - Surabaya,12/10/2021 15:14,0,0,CNNIndonesia,corbuzier,,,,
407,ShofiaTiga8,Shofia,102,324,"@devy215 @elkrova Tenang, sama master @corbuzier udah di upp",my mind ,12/10/2021 15:03,1,0,devy215,elkrova,corbuzier,,,
408,masinusina,Kiai Njengking,3111,3694,"Jadi inget podcast nya @corbuzier yg awal pandemi covid ttg laboratorium itu. Dan terjadi lagi. ??????

Capres pilihan gw emang numero uno jualan obatnya. ??? https://t.co/nRIL8SklMy",Pejah gesang nderek Semarang!,12/10/2021 15:02,1,0,corbuzier,,,,,
409,pem1rsa,???,173,1508,"@GunRomli hayo, mulai kebongkar kedok2 para monster, teroris seksual. biasany akn ada modus ngeles, cuci tangan, denial, dsb. ?? #bongkar @Wan9Wong2132 @yudi_lek @hansssolo @Irwan2yah @tukangrosok___ @Listy9021 @dr_tompi @cinggaro @sofiesyarief @rizieqdivist @seruanhl @iwanfals @corbuzier",,12/10/2021 14:48,2,1,GunRomli,Wan9Wong2132,yudi_lek,hansssolo,Irwan2yah,corbuzier
410,Popcasp,P,123,140,"@AREAJULID @corbuzier Om, nanti harus sopan yah.",Bogor,12/10/2021 14:33,0,0,AREAJULID,corbuzier,,,,
411,ad_kombet,mbet,25,233,@ismy79559952 @corbuzier Bisa jadi bisa jadi,,12/10/2021 14:30,0,0,ismy79559952,corbuzier,,,,
412,ebiemz,i am,82,1112,@corbuzier Narasi aliran kajian filsuf yang negatif.. Nikah mutah...,Jakarta Capital Region,12/10/2021 14:19,0,0,corbuzier,,,,,
413,alfianhrdiansah,arek anu,185,256,@FahmiHerbal @AldoBabeh @NovalAssegaf @dwiki_411 @Helmi_Felis @corbuzier info bos,ANFIELD,12/10/2021 14:07,0,0,FahmiHerbal,AldoBabeh,NovalAssegaf,dwiki_411,Helmi_Felis,
414,RizkiRabil1,Rizki Rabil,11,21,@corbuzier Bukan orang,,12/10/2021 14:06,0,0,corbuzier,,,,,
415,riodetriii,Shelby,366,378,"Saya setuju dengan Om Deddy @corbuzier 
Sesuai ajaran Basudewa Krisna dalam kisah Mahabarata. Orang2 ""berpenyakit"" yang tidak bisa disembuhkan lagi harus dimusnahkan dari muka bumi. Setara Firaun, Namrud, Abu Lahab, Abu Jahal, dkk.

https://t.co/Y4UqP2gyXR lewat @YouTube",Dimana mana hatiku senang. ,12/10/2021 13:55,0,0,corbuzier,,,,,
416,0IBrain0,?N lesmono?,411,592,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",Erangel,12/10/2021 13:43,0,28,corbuzier,,,,,
417,RandyTyas17,Randy Tiyas,273,251,@CNNIndonesia @corbuzier gimana nih om ? Hahahah,"Tangerang, Banten",12/10/2021 13:42,0,0,CNNIndonesia,corbuzier,,,,
418,AsmaAisya_Rf,HelpMe,42,76,@corbuzier Rajanya setan minder,"Lebak, Banten",12/10/2021 13:31,0,0,corbuzier,,,,,
419,Muhamad05916975,Jiwa Korsa Sejati,97,287,@sari00925317 @corbuzier Itulah sesatnya syiah,,12/10/2021 13:17,0,0,sari00925317,corbuzier,,,,
420,LailyShey,Shey Laily,1285,1175,RT @dimasadltya: Jadi pindah negara ga om @corbuzier ?,,12/10/2021 13:09,0,1,dimasadltya,corbuzier,,,,
421,mrzkyw,kevin,421,393,@CNNIndonesia silahkan ditanggapi @TretanMuslim @corbuzier,"Food Safety, Hygiene, Quality",12/10/2021 13:00,0,0,CNNIndonesia,TretanMuslim,corbuzier,,,
422,think_gus,Decebongisasi,2527,2677,"@corbuzier Hati2 dengan penikmat mut'ah, mereka akan merasa benar krn menganggapnya sunnah.",,12/10/2021 12:58,0,0,corbuzier,,,,,
423,sari00925317,sari,834,751,@Muhamad05916975 @corbuzier Dan bisa juga kawin mutah,,12/10/2021 12:58,0,0,Muhamad05916975,corbuzier,,,,
424,dimasadltya,dim?slan,124,626,Jadi pindah negara ga om @corbuzier ? https://t.co/3YmkaYBuuQ,Wherever I Want,12/10/2021 12:57,1,1,corbuzier,,,,,
425,noer_GK,noer kunchunk,285,1446,@corbuzier Mana mau anjing d samain sama dia,"Gunungkidul, Yogyakarta",12/10/2021 12:57,0,0,corbuzier,,,,,
426,im_fauzy_,muhamad fauzy,45,124,@corbuzier Anjing,,12/10/2021 12:56,0,0,corbuzier,,,,,
427,sari00925317,sari,834,751,@corbuzier Dia katanya syiah bukan Islam. Kayanya gak mungkin kalau pesantren ada santri yg dihamil sampai 9 santri dan  orang tuanya diam saja. Masalah mau diapain terserah saja! Di olesin sambel juga gak pa²,,12/10/2021 12:56,0,0,corbuzier,,,,,
428,wargewarge,Opini Avi,449,687,Puncak komedi @TretanMuslim @corbuzier https://t.co/edPM4w0VlH,,12/10/2021 12:55,0,0,TretanMuslim,corbuzier,,,,
429,im_banjoe,French Fries McD,182,101,@corbuzier Sepertinya Anjing pun tidak sudi disamakan dengan makhluk itu.,Pemalang,12/10/2021 12:47,0,0,corbuzier,,,,,
430,shuai09,Jibon,34,1017,"@imranmahmuda @CNNIndonesia @corbuzier om ded, check this out. and for you bro @HumasPolri, this is real laws in indonesia? jadi kita harus diam saja harta di curi? atau kita biarin mereka ngebunuh kita baru polisi usut kasusnya?",,12/10/2021 12:43,0,0,imranmahmuda,CNNIndonesia,corbuzier,HumasPolri,,
431,_lecee_,teajus gula batu,3,110,@CNNIndonesia Nunggu komennya dr @tirta_cipeng sama om @corbuzier aja deh. Eh iya komen nyai nikita juga ditunggu wkwkwkwk,,12/10/2021 12:37,0,0,CNNIndonesia,tirta_cipeng,corbuzier,,,
432,WinDi_Cand,Windi,0,14,@corbuzier @corbuzier  masih bagusan anjing om,,12/10/2021 11:59,0,0,corbuzier,corbuzier,,,,
433,kakdar_,dadargulung.,27,52,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 11:59,0,28,corbuzier,,,,,
434,log0590,ade zummy,4,171,@corbuzier Asu babi...gedek liatnyaaa.,Jateng,12/10/2021 11:58,0,0,corbuzier,,,,,
435,rickanfahmi_,RF,141,63,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",Land Below The Wind,12/10/2021 11:45,0,28,corbuzier,,,,,
436,salapsakithati,penjahat prokes,12,81,@corbuzier Nama ulama jadi jelek gara-gara bangkong kering,,12/10/2021 11:38,0,0,corbuzier,,,,,
437,Muhamad05916975,Jiwa Korsa Sejati,97,287,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 11:17,0,28,corbuzier,,,,,
438,Muhamad05916975,Jiwa Korsa Sejati,97,287,"@corbuzier Harusnya memang hukuman mati, karena telah meresahkan masyarakat. Hukum pidana maksimal 20 tahun, belum tentu lagi diperkosa, bisa juga suka sama suka. Ini sebabnya kenapa kita harus mengadopsi hukum islam",,12/10/2021 11:17,0,0,corbuzier,,,,,
439,nane3que,Nane,58,120,@corbuzier Kasian anjingnya dong disama2in ama iblis,,12/10/2021 11:16,0,0,corbuzier,,,,,
440,Endry_He,Wadezig!!,148,170,@corbuzier @DivHumas_Polri pasal brp bos? Kalau tuntutan max hukuman 20 tahun penjara. Comedy sih,Cirebon ,12/10/2021 11:08,0,0,corbuzier,DivHumas_Polri,,,,
441,sayonaramemory,????????trick Sad??,839,701,@Askrlfess Halo om @corbuzier,Listen this ?,12/10/2021 10:58,0,0,Askrlfess,corbuzier,,,,
442,thyna229,Agustina,260,177,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",Indonesia,12/10/2021 10:55,0,28,corbuzier,,,,,
443,Ravico27,Ravico Surya Rama Julio,14,68,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 10:45,0,28,corbuzier,,,,,
444,Masdjodi1,Pengelana,1049,140,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 10:40,0,28,corbuzier,,,,,
445,thenextbatutah,YNTKNS,381,168,@corbuzier Gak takut diserang pecinta anjing om? ??,,12/10/2021 10:35,0,0,corbuzier,,,,,
446,ImamAgiansyah,#kobisagtuya???,260,991,@VICE_ID Gmn menurut ? @ernestprakasa @corbuzier @ListyoSigitP,,12/10/2021 10:34,0,0,VICE_ID,ernestprakasa,corbuzier,ListyoSigitP,,
447,ismy79559952,akun_alay,197,619,@corbuzier Benarkah Syiah ? https://t.co/VeuyiE24K6,,12/10/2021 10:32,4,0,corbuzier,,,,,
448,cemanepakci,Faqih,0,44,@corbuzier Tainya anjing om,,12/10/2021 10:28,0,0,corbuzier,,,,,
449,Wahyunto3,Wahyunto,35,29,@sandiuno @Kemenparekraf @corbuzier Kadang baca ini hanya Retorika,"Kota Semarang, Jawa Tengah",12/10/2021 10:25,0,0,sandiuno,Kemenparekraf,corbuzier,,,
450,billyraze,razea,381,264,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 10:22,0,28,corbuzier,,,,,
451,evilutfiyani8,adul,0,28,@corbuzier Waduh bisa kena somasi lg nih om dr perkumpulan anjing.. ????????,,12/10/2021 10:21,0,0,corbuzier,,,,,
452,initwitija,Ingrid Juniar Adriany,216,236,"@corbuzier Setan aja insecure ketemu manusia begini, dalam benak setan ""ada manusia yang lebih jahanam dari aku"" setan nangis di pojokan ??????",indonesian,12/10/2021 10:17,0,0,corbuzier,,,,,
453,Komar88444391,Komar,0,7,@corbuzier Itu iblis bang,,12/10/2021 10:14,0,0,corbuzier,,,,,
454,mrifkyrv,Rifki R V,14,102,@corbuzier Anjing aja gak se hina itu boss kasian anjing disamain ama iblis,"DKI Jakarta, Indonesia",12/10/2021 9:28,0,0,corbuzier,,,,,
455,antokarief,Gak Vaksin Gak Keren,1742,118,@corbuzier Anjing emang. Sayangnya cuma bisa gebukin pakai photoshop ?? https://t.co/IerYPvzYjU,,12/10/2021 9:27,0,0,corbuzier,,,,,
456,annasantoz318,AnnaBänana??????YellowAllTheWay??????????,11852,8415,RT @dsubono9: @corbuzier Jangan kau samakan dia dg anjing.  Dia lebih rendah di banding anjing.  Kasihan anjing.,"Tropical Island, Indonesia",12/10/2021 9:21,0,1,dsubono9,corbuzier,,,,
457,damian_dustin,Damian Dustin,59,77,@corbuzier Fix lbh dr iblis,In your heart,12/10/2021 9:19,0,0,corbuzier,,,,,
458,donquixote555,ketabrak meja,0,199,@WinsonReynaldi vs @ericko_lim seruu ni @corbuzier gamau bikin panggung apah ada hadiahnya kek wkwkwk,"Jawa Barat, Indonesia",12/10/2021 9:18,1,0,WinsonReynaldi,ericko_lim,corbuzier,,,
459,Bebe_Rider,Fitrahadi,259,469,@try2bg0od @corbuzier masih di Indonesia kakaaa...,,12/10/2021 9:09,0,0,try2bg0od,corbuzier,,,,
460,Bebe_Rider,Fitrahadi,259,469,@kriyap_kriyep @corbuzier udah rame gara2 opini dia. sepertinya antara caper atau memang dia serius soal opininya.,,12/10/2021 9:08,0,0,kriyap_kriyep,corbuzier,,,,
461,gededowodope,Harry Fred Maguire,35,79,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 9:05,0,28,corbuzier,,,,,
462,KeresahanSaiya,Love bird,0,6,@CoitusBrutal @corbuzier ini om ded,,12/10/2021 9:02,0,0,CoitusBrutal,corbuzier,,,,
463,PeripatetikTrix,M??TRIX,80,127,"@corbuzier kontradiktif sih jadinya mas ded, dimana 100% nga menjamin berhijab itu aman dari ""kodok kurap""(istilah nya om ded)",Semu,12/10/2021 9:02,0,0,corbuzier,,,,,
464,doktrinplasu,kang Ojek,92,162,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 9:00,0,28,corbuzier,,,,,
465,ASyaputr,permen susu,245,474,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",ANFIELD,12/10/2021 8:59,0,28,corbuzier,,,,,
466,RismaNariska,RismaNariska,4,180,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc","Bogor, Jawa Barat",12/10/2021 8:55,0,28,corbuzier,,,,,
467,PeripatetikTrix,M??TRIX,80,127,"@Bebe_Rider @corbuzier kalo bicara takdir, maka tak ada yg salah di dunia ini, Firaun pun tak salah cuman karna di takdirkan hadir di dunia jadi seperti itu. Abu jahal hitler stalin bagian dari takdir.",Semu,12/10/2021 8:55,0,0,Bebe_Rider,corbuzier,,,,
468,gym_golf,GolfRunAndGym,71,243,@corbuzier Syiah katanya itu.. catet syiah bukan islam,,12/10/2021 8:49,0,0,corbuzier,,,,,
469,Aris79856875,Aris,0,53,@corbuzier Kabarnya di laman Twitter 9 orang dah melahirkan pak Dan tadi juga ada berita lagi anak sekolah korban nya 15 anak dan tersangkanya oknum guru juga,,12/10/2021 8:47,1,0,corbuzier,,,,,
470,adangsutisna5,adang sutisna,84,155,@corbuzier Semoga dipenjara dipukuli sampai mati .,,12/10/2021 8:45,0,0,corbuzier,,,,,
471,kriyap_kriyep,Kimpoyyuks,10,303,@Bebe_Rider @corbuzier Coba itu misalkan keluarga dia anaknya yg diperkosa masih berani bilang itu takdir?empati nya di kemanain kadrunwati?,pyongyang,12/10/2021 8:43,0,0,Bebe_Rider,corbuzier,,,,
472,kucing_endut,it's me,182,597,@corbuzier Taik anjing tepatnya,Bandung,12/10/2021 8:39,0,0,corbuzier,,,,,
473,tomidepth,tomi_irn,31,137,@corbuzier dia dan si koruptor bansos saatu golongan hina !!!,,12/10/2021 8:38,0,0,corbuzier,,,,,
474,Komareddan,?????????? ??????,86,330,"@corbuzier Anjing merasa terhina disamakan dengan Orang Bajingan tersebut Om Ded.
Karena sehina-hinanya Anjing,Anjing ga akan melakukan perbuatan sehina itu Om Ded.","Kota Cilegon, Banten",12/10/2021 8:37,0,0,corbuzier,,,,,
475,dede_soccerboy,Dede Gunawan,562,686,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",Jakarta - Indonesia,12/10/2021 8:35,0,28,corbuzier,,,,,
476,yessicarsss,akusiyes,88,194,"@corbuzier Mau bilang anjing juga anjing lebih setia,ngerti,dan nurut",,12/10/2021 8:35,0,0,corbuzier,,,,,
477,pdarkness99,Biily M???? ??????,555,561,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",Indonesia,12/10/2021 8:34,0,28,corbuzier,,,,,
478,pdarkness99,Biily M???? ??????,555,561,"@corbuzier Bukan orang bukan anjing juga mas
Tapi dakjal.. Yang bodoh nya lagi malah di tutupin sama pemerintah daerah. 
#Bukanmaen 
Mantap",Indonesia,12/10/2021 8:34,0,0,corbuzier,,,,,
479,agus_bonnie,i'mARW,98,355,"@corbuzier ingin rasanya memaki anjing..,babi..bangsat buat pelaku.., tapi saya tidak mau melakukannya, karena itu  umpatan tidak bagus..",dihatimu ????,12/10/2021 8:33,0,0,corbuzier,,,,,
480,dsubono9,dsubono9,727,1487,@corbuzier Jangan kau samakan dia dg anjing.  Dia lebih rendah di banding anjing.  Kasihan anjing.,Indonesia Tengah,12/10/2021 8:33,7,1,corbuzier,,,,,
481,OanTimor5,LakTutus,429,3042,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc","Kota Yogyakarta, Yogyakarta",12/10/2021 8:32,0,28,corbuzier,,,,,
482,dsubono9,dsubono9,727,1487,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",Indonesia Tengah,12/10/2021 8:32,0,28,corbuzier,,,,,
483,ArifBangkit4,??,11,56,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",,12/10/2021 8:32,0,28,corbuzier,,,,,
484,OFuc_K,Tara Tuang Daging,17,152,@KangWinarto @corbuzier Teu kudu bawa² aliran lah.. Fokus kelakuan nya aja.... emang maneh aliran apa yang bolehin bilang bejat aliran lain.?,,12/10/2021 8:31,0,0,KangWinarto,corbuzier,,,,
485,dinaayunus,tea,503,224,@corbuzier Jgn disamain ama anjing dia kang. Anjingnya jijik disamain ama dia,Lapau kopi kawa,12/10/2021 8:30,0,0,corbuzier,,,,,
486,sabar_mbok,Komodo,1310,1353,@corbuzier Tanya sama @MUIPusat @PKSejahtera atau @aagym aja karna mereka ahli nya dan si kodok kurap pasti bukan muslim ??????,,12/10/2021 8:29,0,0,corbuzier,MUIPusat,PKSejahtera,aagym,,
487,joctafin,Jeffry,55,63,@corbuzier Ehhh jangan ngomong anjing ga inget apa ...,"Jakarta Capital Region, Indone",12/10/2021 8:29,1,0,corbuzier,,,,,
488,Bebe_Rider,Fitrahadi,259,469,@corbuzier lalu muncul orang ini. https://t.co/kXg08R974c,,12/10/2021 8:29,3,0,corbuzier,,,,,
489,pujanggaramah,.keran air,187,116,@corbuzier Setan pun godek”,Afrika Utara,12/10/2021 8:29,0,0,corbuzier,,,,,
490,KangWinarto,Mas Winarto,31,148,"@corbuzier Konon kabarnya dia orang Syi'ah, kalau di Syi'ah perzinahan dengan kedok pernikahan memang dilegalkan..
#SyiahBukanIslam 
#SyiahMemangBejat","Bogor, Indonesia",12/10/2021 8:27,1,0,corbuzier,,,,,
491,RifkyAminuddin,Iki,19,327,"@corbuzier anjing berkata : ""gua lagi ajah yang kena"" ??","Kota Tangerang, Banten",12/10/2021 8:26,0,0,corbuzier,,,,,
492,NoWBrian,Brian Novian W?New World Baby?,164,460,"RT @corbuzier: Orang apa anjing!!?

https://t.co/Ci499lCooc",Indonesia,12/10/2021 8:25,0,28,corbuzier,,,,,
493,Hamzyn99_,Hamzyn,0,44,@corbuzier setan pun tertawa melihat ini om,Indonesia,12/10/2021 8:25,0,0,corbuzier,,,,,
494,mentionaink,Adam,8,32,"@corbuzier Harusnya hukum di Indonesia itu dibuat untuk mencegah, bukan mengobati, jadi harusnya usahakan hukumannya berat. Mindset org2 kek gini biasanya meremehkan resiko dari konsekuensi perbuatan mereka.
""Ah, paling cuman penjara doang bla bla bla...""
Mindset kek gini bahaya.",Nowhere,12/10/2021 8:24,1,0,corbuzier,,,,,
495,gapakeka,andi,418,387,@corbuzier bahkan anjing ada yang lebih baik,malang,12/10/2021 8:24,2,0,corbuzier,,,,,
496,HidayatDarwis79,Hidayat D,105,450,@corbuzier Anjing lebih mulia jgn disamakan dong,Anything and Everywhere,12/10/2021 8:21,2,0,corbuzier,,,,,
497,AnakmamahLina12,the jack anjing!,10,300,"RT @conan_idn: Ini muridnya HRS. kalau mau ngomongin HRS, jangan cuman satu pihak dr dudung saja ded @corbuzier, undang dong Habib Bahar ya…","Tasikmalaya, Jawa Barat",12/10/2021 8:20,0,792,conan_idn,corbuzier,,,,
498,MusafirWaktu,Musafir Waktu,23,106,@corbuzier apa benar dia menikah mut'ah ?,,12/10/2021 8:20,0,0,corbuzier,,,,,
499,loordayman1989,LOORD AYMAN,2,36,@corbuzier Orang,"Jódar, España",12/10/2021 8:20,0,0,corbuzier,,,,,
500,motor1indonesia,Motor1.com Indonesia,51,26,"Ketutuplah sama konten. Tahun depan tambah lagi koleksinya. @corbuzier #Ferrari #supercars #NKRI #sangar ??????
https://t.co/oX2IazKWbq",Indonesia,12/10/2021 8:16,0,0,corbuzier,,,,,
501,AdianyAdil3,dr. AdianyAdil,77,698,"RT @AdianyAdil3: @DorothyWasuli @corbuzier @jokowi Biasakan lo DIAM akan hal yang tidak lo ketahui 
KELIHATAN KEKAFIRAN/BERDUSTA/MEMFITNAH,…",,12/10/2021 8:10,0,1,AdianyAdil3,DorothyWasuli,corbuzier,jokowi,,
502,AdianyAdil3,dr. AdianyAdil,77,698,"@DorothyWasuli @corbuzier @jokowi Biasakan lo DIAM akan hal yang tidak lo ketahui 
KELIHATAN KEKAFIRAN/BERDUSTA/MEMFITNAH, LO
Doyan koleksi dosa, lo?.",,12/10/2021 8:09,0,1,DorothyWasuli,corbuzier,jokowi,,,
