,Username,Name,No_of_followers,No_of_followees,Tweet,Location,Created_at,Like_count,Retweet_count,to0,to1,to2,to3,to4,to5
0,adhisaputraa_,Pazolll.,238,187,"Tepat 7 hari yang lalu  @corbuzier mengunggah podcast bareng Alm. Edelenyi Laura. Terhitung sampai hari ini  video tersebut ""masih belum kering"" dari kolom trending YouTube.

Bukti bahwa banyak orang yang sayang dan peduli dengan Alm. Lora. 

Rest in love ???? https//t.co/jmgyBCCeR7",Surabaya  Indonesia,15/12/2021  062200,0,0,corbuzier,,,,,
1,FeyyNengEna,Bang Feyy,31,507,@tirta_cipeng Baru seminggu yg lalu saya lihat dia podcast om deddy @corbuzier  ya Allah .smoga Khusnul khotimah????????,,15/12/2021  061200,1,0,tirta_cipeng,corbuzier,,,,
2,Peryfz,Ipenk,589,1261,Laura meninggal? Baru aja follow ig kemarin garaliat di podcast om @corbuzier,,15/12/2021  055900,0,0,corbuzier,,,,,
3,faisal_rahmannn,faisal rahman,171,847,"RT @Nanda_nnc Ponpes NU nih dan katanya juga jaringan teroris Jamaah Islamiyah.
Padahal NU selalu tunjuk kelompok diluar NU sebagai radika…",INDONESIA,15/12/2021  055600,0,6,Nanda_nnc,,,,,
4,iwansetiawandd,1w4nd 53t14w4n,131,493,"RT @Nanda_nnc Ponpes NU nih dan katanya juga jaringan teroris Jamaah Islamiyah.
Padahal NU selalu tunjuk kelompok diluar NU sebagai radika…",Balam,15/12/2021  055600,0,6,Nanda_nnc,,,,,
5,__megnn,name cannot be blank,441,404,"@FEBRIANADK @tirta_cipeng @makLambeTurah @corbuzier Eh iya bener meninggal?
Innalilahi wainnailaihi raji'un:(((",,12/15/2021 5:53,0,0,FEBRIANADK,tirta_cipeng,makLambeTurah,corbuzier,,
6,cahxoedoez,cahxoedoez,5,9,@FEBRIANADK @tirta_cipeng @makLambeTurah @corbuzier Sama ?????? moga almarhumah husnul khotimah ????,,12/15/2021 5:53,1,0,FEBRIANADK,tirta_cipeng,makLambeTurah,corbuzier,,
7,ayatsanayu,Aya Tsanayu,28,76,"@Nanda_nnc @corbuzier @bintangemon @Giring_Ganesha Ormas yg jualan radikal radikul, maklum yg pimpin kyai amplop",Between here and there,12/15/2021 5:52,0,0,Nanda_nnc,corbuzier,bintangemon,Giring_Ganesha,,
8,FEBRIANADK,Febriana D,381,1105,"@tirta_cipeng @makLambeTurah Loh...
Innalillahi wa inna illaihi ro'jiun...
Baru kmrn liat perjuangannya berhasil bawa ke meja hijau dan tampil mengharukan di podcast om @corbuzier ??????","Kota Surabaya, Jawa Timur",12/15/2021 5:50,1,0,tirta_cipeng,makLambeTurah,,,,
9,dyahkusuma488,Dyah Wahyu Kusuma ??????,132,139,@Nanda_nnc @corbuzier @bintangemon @Giring_Ganesha Maha benar NU dengan segala apa yg di katakannya,"Gondang,Nganjuk,Jawa Timur ",12/15/2021 5:49,0,0,Nanda_nnc,corbuzier,bintangemon,Giring_Ganesha,,
10,cisse_lana88,black_balok,0,12,"RT @WhisnuNugroho5: Sangat menggiurkan bukan, inilah yagoal dengan skema ponzi yang mencumbu hati masyarakat Indonesia dikala sulitnya roda…",,12/15/2021 5:43,0,1,WhisnuNugroho5,,,,,
11,udjang_faisal,F????????????????????????a??????????????i?????????,167,92,"kemaren baru liat di podcast mr @corbuzier sekarang....

innalillahi, semoga diberikan tempat yg terbaik","Semarang, Jawa Tengah",12/15/2021 5:38,0,0,corbuzier,,,,,
12,psandiwarwar,MX_ded,1058,1617,"@ezash Baru liat kemaren di podcast @corbuzier ????

Innalillahi wa inna ilaihi rajiun 
#RIPlaura",,12/15/2021 5:18,1,1,ezash,corbuzier,,,,
13,alimfathsaja,pasaktenda,171,99,"@AREAJULID Innalillahi, baru aja kemarin ngeview dia di podcastnya om @corbuzier ????","Kediri, Indonesia",12/15/2021 5:15,1,0,AREAJULID,corbuzier,,,,
14,DybalaGonzalo,Gonzalo Dybala,95,175,@tukangrosok___ 80 juta hasilnya kaya gini @aniesbaswedan? Cc @dprddkijakarta @KPK_RI @bpkri @kemenkeu @KemenPU @DivHumas_Polri @kompascom @detikcom @mediaindonesia @Rosianna766Hi @MataNajwa @corbuzier ?,,12/15/2021 4:53,0,0,tukangrosok___,aniesbaswedan?,dprddkijakarta,KPK_RI,bpkri,corbuzier
15,AriefNoMore,Bani Adller A,600,1852,@syahrulfire @corbuzier udah nonton? ane tebak pasti belum nonton makanya dungunya terlampau batas,Cilacap,12/15/2021 4:16,0,0,syahrulfire,corbuzier,,,,
16,rifkie_haha,rifkie aziz agustian,28,114,@AmbarwatiRexy Kalo pisau dan garpu om @corbuzier habis makan pada bengkok gak ya?,YOGYAKARTA,12/15/2021 4:10,0,0,AmbarwatiRexy,corbuzier,,,,
17,Nanda_nnc,Nanda Syahputra,62,166,"Ponpes NU nih dan katanya juga jaringan teroris Jamaah Islamiyah.
Padahal NU selalu tunjuk kelompok diluar NU sebagai radikal dan teroris. Ehh ternyata kelakuannya begini haha
@corbuzier  @bintangemon @Giring_Ganesha 

https://t.co/6nElaTjiPQ",,12/15/2021 3:16,10,6,bintangemon,corbuzier,,,,
18,TheCrea96906375,The Creator,1,21,@rang_kuray @corbuzier Kalo semisalkan solusinya ganti hakim gimana tuh,,12/15/2021 2:52,0,0,rang_kuray,corbuzier,,,,
19,Luluu_maknun91,Khoirul Bariyyah ????,146,391,@maspiyuaja Botak @corbuzier blm tentu pinter dongo bisa iya.....akibat salah mikir.... salah gaul....!!!,"Banten, Indonesia",12/15/2021 2:11,0,0,maspiyuaja,corbuzier,,,,
20,irmawanirmawan,IW!,283,864,"mbah @corbuzier mestinya jendral itu bilang mendidih darahnya tu karena ini, bukan karena baliho bertebaran https://t.co/jtBypf1Fxi",,12/15/2021 1:57,0,0,corbuzier,,,,,
21,IrsyadHusein1,Irsyad Husein,0,8,"@LaqiraProtocol Good Projet semoga jadi naga
@jokowi 
@corbuzier 
@IrsyadHusein1",,12/15/2021 1:52,0,0,LaqiraProtocol,,,,,
22,IpulMunir,jembatan sirotol mustaqim,88,169,@cnbcindonesia @corbuzier om lu bisa miskin om kalo merokok,malang,12/15/2021 1:48,0,0,cnbcindonesia,corbuzier,,,,
23,Markcvinn,Mark Calvin,3,61,"@kangjuhe @syahrulfire @corbuzier Well if you think produk hukumnya AJA yg cacat dan si R tidak salah, coba kluar negeri trus balik ke indo dan lakukan yang sama.. Sopan aja..akui kesalahan.. apakah akan dikenakan hukuman yang sama??? :)
#sopanajadulu #sopan",,12/15/2021 0:18,0,0,kangjuhe,syahrulfire,corbuzier,,,
24,kholis6571,akhmad nurkholis,56,211,@syahrulfire @corbuzier Eh.. Bener loe bang,indonesia,12/14/2021 23:50,0,0,syahrulfire,corbuzier,,,,
25,sabar_mbok,Komodo,1310,1353,Mungkin om @ernestprakasa bisa jadiin bahan buat stand up di acara om @corbuzier selain sopan ternyata pejabat juga tidak usah dihukum ?????? https://t.co/nA8UkHEqX1,,12/14/2021 23:40,0,0,ernestprakasa,corbuzier,,,,
26,djoko_lelur_kw,supriadi,793,1481,"RT @AimanJudakusum1: @OneRoyal86 @_SEKNAS_RI gada lawan, 
no debat
????

https://t.co/AJIRapDOJy

@jawapos @DahlanIskan_way @corbuzier @anies…",,12/14/2021 21:36,0,2,AimanJudakusum1,OneRoyal86,_SEKNAS_RI,,,
27,_SEKNAS_RI,SEKNAS #RI,155748,6572,"RT @AimanJudakusum1: @OneRoyal86 @_SEKNAS_RI gada lawan, 
no debat
????

https://t.co/AJIRapDOJy

@jawapos @DahlanIskan_way @corbuzier @anies…","Jakarta Selatan, DKI Jakarta",12/14/2021 21:33,0,2,AimanJudakusum1,OneRoyal86,_SEKNAS_RI,,,
28,AimanJudakusum1,Aiman_Judakusumah ????,5195,5163,"@OneRoyal86 @_SEKNAS_RI gada lawan, 
no debat
????

https://t.co/AJIRapDOJy

@jawapos @DahlanIskan_way @corbuzier @aniesbaswedan @DKIJakarta",,12/14/2021 21:30,3,2,OneRoyal86,_SEKNAS_RI,,,,
29,DidiekJA,Didiek Soedarsono.JA,62,2400,@P_Eneste @AimanJudakusum1 @aniesbaswedan @jakintstadium @jakprogroup @jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @FerdinandHaean3 @DoanxEwon @AtukKe3 @SantorinisSun @musniumar @hnurwahid @ma_bamusbetawi @pandji @maspiyuaja Pembohong,"DKI Jakarta, Indonesia",12/14/2021 21:17,0,0,P_Eneste,AimanJudakusum1,aniesbaswedan,jakintstadium,jakprogroup,corbuzier
30,Gdgjy_bj,joko bodrex,210,396,@corbuzier Buzzer NKRI... Hahahahahahah.. Km sdh cocok bergabung sama cokro tv..,tuguniyah,12/14/2021 16:51,0,0,corbuzier,,,,,
31,rang_kuray,Sampelo linyak,1021,631,"@corbuzier Yg Kebanyakan gw baca2, netizen akal sehat dan smart people, kesel sama hakim yg memutuskan perkaranya, bukan ke rachelnya. Karna orang yg punya akal sehat, udh pasti tau rachel udh melanggar karantina, yg ditunggu itu keputusan sidangnya. Sampai disini paham ya master?",Indonesia,12/14/2021 16:15,0,0,corbuzier,,,,,
32,kesetiyan,Kesetiyan 2,1751,1798,RT @begukoya: @maspiyuaja Dungu @corbuzier,,12/14/2021 15:17,0,1,begukoya,maspiyuaja,corbuzier,,,
33,kesetiyan,Kesetiyan 2,1751,1798,"RT @EightDeliler: @NurlelySiregar @maspiyuaja @corbuzier Ungudnya buzzerRp @corbuzier , masalah keadilan dan penegakan hukum malah mlipir k…",,12/14/2021 15:17,0,1,EightDeliler,NurlelySiregar,maspiyuaja,corbuzier,corbuzier,
34,kesetiyan,Kesetiyan 2,1751,1798,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",,12/14/2021 15:17,0,8,NurlelySiregar,maspiyuaja,,,,
35,cahya_orlando,Narasangsa Kaurama,342,54,"RT @AmanSur34526860: @begukoya @maspiyuaja @corbuzier yg memberi hukuman bebas itu hakim tp yg dpt bullyan atau kritikan malah terdakwah.
j…",,12/14/2021 13:56,0,2,AmanSur34526860,begukoya,maspiyuaja,corbuzier,,
36,LNoorainy,Lies Noorainy,95,101,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",,12/14/2021 13:35,0,8,NurlelySiregar,maspiyuaja,,,,
37,HrtThtaIntnPrmt,MEYYMEYY™Xiao,658,86,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",•All Around The World• ,12/14/2021 13:19,0,15,corbuzier,,,,,
38,RudySt6,RudySt??,836,1389,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",,12/14/2021 13:18,0,8,NurlelySiregar,maspiyuaja,,,,
39,Abughazy_2007,GerakanKemanusiaan,1343,2524,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",Enonesia,12/14/2021 12:58,0,8,NurlelySiregar,maspiyuaja,,,,
40,Ayah3orgAnak,#GakJadiBalapan,379,517,"@maspiyuaja Mana berani @ernestprakasa atau @corbuzier bilang ""yang salah tuh penegakan hukumnya""
Dijewer mereka","Tambun, Bekasi - Jawa Barat",12/14/2021 12:35,0,0,maspiyuaja,ernestprakasa,corbuzier,,,
41,MohamadAlifin,jonche jonrado,562,783,"Siapapun yang bisa saya mohon di segerakan menolong saya! 
@DivHumas_Polri @KarimunInfo 
@kanim_karimun @KemensosRI @corbuzier Mungkin bisa tolong juga",kediri,12/14/2021 12:24,0,0,,,,,,
42,Escobar50649240,Escobar,185,906,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",,12/14/2021 12:13,0,8,NurlelySiregar,maspiyuaja,,,,
43,iphankiedis,???????????,447,1376,"@ivorydes @corbuzier Apa ini, Kak?",Secuil tempat di sudut hatimu,12/14/2021 11:34,0,0,ivorydes,corbuzier,,,,
44,toeng__,dim,272,442,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",Malaysia,12/14/2021 11:33,0,8,NurlelySiregar,maspiyuaja,,,,
45,EightDeliler,Temene Pinokio,122,330,"@NurlelySiregar @maspiyuaja @corbuzier Ungudnya buzzerRp @corbuzier , masalah keadilan dan penegakan hukum malah mlipir kemana-mana",World,12/14/2021 11:27,7,1,NurlelySiregar,maspiyuaja,corbuzier,corbuzier,,
46,fikri_arif,arif fikri,313,767,"@wim_musawa @VIVAcoid Sangat setuju.memang tindakan  kejahatan KKB sangat biadab mereka itu Teroris tapi mengapa dianggap saudara?
Mohon pencerahan pak @jokowi @Puspen_TNI @mohmahfudmd @MataNajwa @msaid_didu @susipudjiastuti @corbuzier 
#PemimpinSehat",Tangerang,12/14/2021 11:12,1,0,wim_musawa,VIVAcoid,,,,
47,ThePlongoman,?? ???????,168,207,"Bilang saja g berani bahas aparat penegak hukum, taik lu @corbuzier https://t.co/4iBj8EzUFU",,12/14/2021 11:06,0,0,corbuzier,,,,,
48,Radityareno4,Radityareno,1,58,@YusraMahendra09 @YWid84 @Komareddan @corbuzier @Dennysiregar7 ini satu lg..bejat,,12/14/2021 11:03,0,0,YusraMahendra09,YWid84,Komareddan,corbuzier,Dennysiregar7,
49,udoyudoy,Yudo,323,496,"Semoga influencer indonesia semua punya tanggung jawab dalam menyebarkan kreasi dan karya2nya, karena influencer adalah role model banyak orang  @corbuzier @TretanMuslim @uusbiasaaja @Arie_Kriting @JeromePolin @yourbae @ismailfahmi @KuntoAjiW @radenrauf @FiersaBesari @andihiyat https://t.co/adTvOxDnEx",Bogor,12/14/2021 10:43,0,0,corbuzier,TretanMuslim,uusbiasaaja,Arie_Kriting,JeromePolin,
50,vampire_jalu,VampireJalu,75,36,@adivaweew @maspiyuaja @corbuzier @ernestprakasa Salah. Kesalahan itu hrsnya dihukum oleh penegak hukum. Tdk karantina &amp; suap.,,12/14/2021 10:42,0,0,adivaweew,maspiyuaja,corbuzier,ernestprakasa,,
51,umay_patria,Inay?,1420,945,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",@Alam Semesta_Indonesia,12/14/2021 10:33,0,8,NurlelySiregar,maspiyuaja,,,,
52,ORakyat4,OpiniRakyat4,865,1050,@maspiyuaja Kritiknya lo salah alamat bro @corbuzier,bumi Allah,12/14/2021 10:28,0,0,maspiyuaja,corbuzier,,,,
53,ORakyat4,OpiniRakyat4,865,1050,"RT @NurlelySiregar: @maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada keti…",bumi Allah,12/14/2021 10:27,0,8,NurlelySiregar,maspiyuaja,,,,
54,kangjuhe,Kang Joo Hae,586,377,"@syahrulfire @corbuzier Produk hukumnya yg  cacat, eh yg di bully Si Rachel. Dongok ni manusia kalo menurut gw sih ??",Indonesia,12/14/2021 10:15,0,0,syahrulfire,corbuzier,,,,
55,bafarifa,StupidNation,888,673,"@begukoya @maspiyuaja @corbuzier Tag si ogeb satunya lg dong.
Sy diblok soalnya ??",dalam genggamanNya,12/14/2021 10:09,0,0,begukoya,maspiyuaja,corbuzier,,,
56,Muhamad88162276,Muhamadridwan,11,130,"@AREAJULID Om Ded, ketua KPI melanggar janji @corbuzier",,12/14/2021 10:04,0,0,AREAJULID,corbuzier,,,,
57,adivaweew,AdivAMA,228,708,"@maspiyuaja Wkwkwkkw Perbuatan RV engga salah yaaa ????????

@corbuzier 
@ernestprakasa",,12/14/2021 10:03,0,0,maspiyuaja,,,,,
58,AdhieJo,wakwakland,97,399,@maspiyuaja Katanya smart kok toil sih @corbuzier knp aparatnya gk dibahas takut yak...??,DKI JAKARTA,12/14/2021 9:49,2,0,maspiyuaja,corbuzier,,,,
59,aqsaben,bento,495,166,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",Nangro Aceh Darussalam,12/14/2021 9:45,0,15,corbuzier,,,,,
60,bankocbcnisp,Bank OCBC NISP,153137,178,"Daftar sekarang buat Nge-gym Finansial langsung bareng @corbuzier &amp; raih #FinanciallyFit dulu, Crazy Rich kemudian! ???

Atau nonton secara live di Youtube Bank OCBC NISP. Jangan sampai kelewat, Rek! ??

Registrasi kehadiran offline &amp; info lengkap cek https://t.co/snPSH1EkNn",Indonesia,12/14/2021 9:42,1,0,corbuzier,,,,,
61,bankocbcnisp,Bank OCBC NISP,153137,178,"SIAP-SIAP! 

NYALA Financial Fitness Director @corbuzier bakal datang ke Financial Fitness Gym &amp; Financial Fitness Fest Ciputra World Surabaya buat ngelatih otot finansial kamu secara langsung.

? Kamis, 16 Desember 2021 - 18:00 - 19:30 WIB

#FinanciallyFitSurabaya #TAYTB https://t.co/pCrpeC44ls",Indonesia,12/14/2021 9:41,2,0,,,,,,
62,imbangimedia,#PKIInginMUIDibubarkan,5385,863,@DeddyCorbuzier @corbuzier  sedang menegaskan dari kubu mana dia berasal. #JokowiJadikanRIBudakChina #JokowiJadikanRIBudakChina https://t.co/OLgKI3fasm,Bumi Allah SWT,12/14/2021 9:41,1,0,DeddyCorbuzier,corbuzier,,,,
63,maspiyuaja,Mas Piyu,33382,743,"RT @AmanSur34526860: @begukoya @maspiyuaja @corbuzier yg memberi hukuman bebas itu hakim tp yg dpt bullyan atau kritikan malah terdakwah.
j…",,12/14/2021 9:22,0,2,AmanSur34526860,begukoya,maspiyuaja,corbuzier,,
64,NurlelySiregar,Nurlely Siregar,13988,4940,"@maspiyuaja Pelakunya memang salah, tapi kalau aparat hukum tidak memilih jadi keparat hukum, apa mungkin bisa ada ketimpangan hukum? 
Bilang aja sampeyan cemen bahas aparat @corbuzier","Kota Medan, Sumatera Utara",12/14/2021 9:17,36,8,maspiyuaja,,,,,
65,AmanSur34526860,Aman Surya,67,116,"@begukoya @maspiyuaja @corbuzier yg memberi hukuman bebas itu hakim tp yg dpt bullyan atau kritikan malah terdakwah.
jika nalarnya sehat mk yg seharusnya dikritik itu hakim",,12/14/2021 8:54,17,2,begukoya,maspiyuaja,corbuzier,,,
66,svgarette,??,69,365,@sihksihk @corbuzier ikut bantu @corbuzier,"Yogyakarta, Indonesia",12/14/2021 8:50,0,0,sihksihk,corbuzier,corbuzier,,,
67,syahrulfire,Jangan Menyerah,898,1288,@corbuzier Masalahnya si mbak itu gak claim dirinya sopan.. tp produk hukumnya yg bilang gitu.. harusnya yg lu senggol........ aaahh udh lah gak ush dilanjut.. lu aja gak beraniiii apa lagi gueeee.. ????,Persis Di Tengah,12/14/2021 8:43,7,0,corbuzier,,,,,
68,Imade_kun,Imad Hasan Aqil,1072,425,Smart people dah nggak berlaku. Terkhusus kalian @ernestprakasa @corbuzier https://t.co/OxUZrYpYUW,Indonesia ,12/14/2021 8:43,0,0,ernestprakasa,corbuzier,,,,
69,hmnw30,atl,27,124,"@ernestprakasa Ya sayang sekali ya koh masalah yg ini belum ke spill di podcastnya om deddy. Padahal bahas RV ""si berhak bahagia alias ""si yang paling sopan"" udah seru banget apalagi kalau bahas ini. Kyknya ko ernest sama @bintangemon ngobrol bareng di podcastnya om @corbuzier bakal serruu nih",,12/14/2021 8:34,0,0,ernestprakasa,bintangemon,corbuzier,,,
71,kakak_pembina,Midun,219,1550,@maspiyuaja Lu emang goblok @corbuzier ... lah mentalitas nyogok itu dari mentalitas aparat negara yg brengsek!! Lu pada org kaya mau nya semua beres dengan uang. Cc @ernestprakasa,,12/14/2021 8:05,0,0,maspiyuaja,corbuzier,ernestprakasa,,,
72,begukoya,Kopi Pait,2243,2675,@maspiyuaja Dungu @corbuzier,,12/14/2021 7:53,16,1,maspiyuaja,corbuzier,,,,
73,mahendraright,Mahendra Right,130,1100,"@corbuzier Kayaknya salah sasaran deh Om. Harusnya Penegak Hukumnya yg disasar krn yg memutuskan yang memberi julukan, bukan si RV nya. Kan gitu logikanya.",,12/14/2021 7:50,0,0,corbuzier,,,,,
74,mahendraright,Mahendra Right,130,1100,@maspiyuaja @corbuzier bagaimana? Tepat sasaran atau salah sasaran?,,12/14/2021 7:48,0,0,maspiyuaja,corbuzier,,,,
75,0IBrain0,?N lesmono?,411,592,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",Erangel,12/14/2021 7:42,0,15,corbuzier,,,,,
76,yogaGARISKERAS,Agoy_MEEGRAND,48,335,"@saidi_sudarsono @aryagp42 @fahmihuda @kaesangp Nonton di YTnya om @corbuzier  semua perusahaan yg di pegang pak Jokowi dan Gibran udah di pegang Kaesang semua
BLOK",,12/14/2021 7:39,0,0,saidi_sudarsono,aryagp42,fahmihuda,kaesangp,corbuzier,
77,yogaGARISKERAS,Agoy_MEEGRAND,48,335,"@ayahfatihnaura @Zubair22620267 @geloraco Liat di YT om @corbuzier semua perusahaan dari pak Jokowi dan Gibran udah punya Kaesang semua sekarang, blom lagi usaha usaha yg laen
Kalo GOBLOK jangan kebangetan makanya",,12/14/2021 7:37,0,0,ayahfatihnaura,Zubair22620267,geloraco,corbuzier,,
78,drghiffaright,Muhammad Dzar Ghiffari,1003,397,"cc : @gen987fm @patragumala @pergijauh @Dennysiregar7 @sudjiwotedjo dan tentunya the God of Rock of Indonesia. yaa pakde lah @jokowi 

cc : @deelestari @BilanganFu @corbuzier @kaesangp @edi_akhiles",JAKARta,12/14/2021 7:15,0,0,gen987fm,patragumala,pergijauh,Dennysiregar7,sudjiwotedjo,
79,SestieY,Sestie nugraha yuwanty,0,14,"@corbuzier Tanda Tangani Petisi Ini ""Tolak Surat Izin Wali"" Perpanjangan Kontrak Kerja Pekerja Migran Indonesia di Hong Kong ??
https://t.co/7gsuW0QyYY",,12/14/2021 7:11,0,0,corbuzier,,,,,
80,SestieY,Sestie nugraha yuwanty,0,14,"Tanda Tangani Petisi Ini ""Tolak Surat Izin Wali"" Perpanjangan Kontrak Kerja Pekerja Migran Indonesia di Hong Kong ??
https://t.co/7gsuW0QyYY @Dennysiregar7 @jokowi @kjrihongkong @corbuzier @lunatictwister @NajwaShihab",,12/14/2021 7:06,0,0,,,,,,
81,vampirehybrid_,????,18,37,"@corbuzier anjayani memang duta sopan 2021 @rachelvennya23! 
bestie gabisa ditahan om ded, bcs uangku mampu~","Lewiston, ME",12/14/2021 6:52,0,0,corbuzier,rachelvennya23!,,,,
82,P_Eneste,Lane Jae,3019,2828,"@FerdinandHaean3 @AimanJudakusum1 @AtukKe3 @aniesbaswedan @jakintstadium @jakprogroup @jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @DoanxEwon @SantorinisSun @musniumar @hnurwahid @ma_bamusbetawi @pandji @maspiyuaja @KPK_RI @KejaksaanRI @bamsoetchannel @bamsoetnews @BamSoet2019 Formula E(ncok) dong......

??????","Medan Area, Indonesia",12/14/2021 6:49,3,0,FerdinandHaean3,AimanJudakusum1,AtukKe3,aniesbaswedan,jakintstadium,corbuzier
83,DODDI_F,Reformasi di Korupsi !!!,2389,1457,"Oh ada ya ??? 
Om @corbuzier udah teriakin hukum mati atau bajingan belom ??? https://t.co/81ENjo5axk","ÜT: 3.604632,98.630278",12/14/2021 6:48,0,0,,,,,,
84,FerdinandHaean3,Ferdinand Hutahaean,131349,2449,@P_Eneste @AimanJudakusum1 @AtukKe3 @aniesbaswedan @jakintstadium @jakprogroup @jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @DoanxEwon @SantorinisSun @musniumar @hnurwahid @ma_bamusbetawi @pandji @maspiyuaja @KPK_RI @KejaksaanRI @bamsoetchannel @bamsoetnews @BamSoet2019 Formula E yang akan membuat Encok para pejabatnya,"Jakarta Capital Region, Indonesia",12/14/2021 6:46,3,0,P_Eneste,AimanJudakusum1,AtukKe3,aniesbaswedan,jakintstadium,corbuzier
85,P_Eneste,Lane Jae,3019,2828,"@AimanJudakusum1 @AtukKe3 @aniesbaswedan @jakintstadium @jakprogroup @jawapos @DahlanIskan_way @corbuzier @__AnakKolong @DKIJakarta @Humas_DKI @Uki23 @tatakujiyati @FerdinandHaean3 @DoanxEwon @SantorinisSun @musniumar @hnurwahid @ma_bamusbetawi @pandji @maspiyuaja Penentuan sirkuitnya saja sudah rumit begini......

Belum laporan dan pertanggungjawaban APBD yg ratusan Milyar itu.....

@KPK_RI
@KejaksaanRI
Sedang ""menanti timing""???

@bamsoetchannel 
@bamsoetnews 
@BamSoet2019","Medan Area, Indonesia",12/14/2021 6:45,1,0,AimanJudakusum1,AtukKe3,aniesbaswedan,jakintstadium,jakprogroup,corbuzier
86,Rvia37947052,R_via,1,66,@corbuzier Indonesia kayanya negara terlucu dan teraneh deh .... ngakak banget bebes hukum karena SOPAN,,12/14/2021 6:38,0,0,corbuzier,,,,,
87,novanpramadi12,novan pramadi,203,381,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT","Yogyakarta - Bandar Lampung,",12/14/2021 6:08,0,15,corbuzier,,,,,
88,WhisnuNugroho5,Whisnu Nugroho,0,14,"Sangat menggiurkan bukan, inilah yagoal dengan skema ponzi yang mencumbu hati masyarakat Indonesia dikala sulitnya roda perekonomian didalam rumah. Tapi sayangnya semua itu adalah scammers dan korbannya sudah ribuan orang #tangkapyagoal 

@hotmanParis @corbuzier @CyberPolri https://t.co/R4bjdMgjov",,12/14/2021 6:04,0,1,,,,,,
89,AryaBIGMARS,2021 #hoki,186,511,@corbuzier Tag ah rachelnya @racheltjhia,Denpasar,12/14/2021 5:53,0,0,corbuzier,racheltjhia,,,,
90,setiono_john,john setiono,107,274,"@AimanJudakusum1 @aewin86 @aniesbaswedan @DKIJakarta @JakartaTourism @KUKMPDKIJKT @plusjakarta_ @Metro_TV @NasDem @irmasuryani_A07 @DBSelamun @AriefSuditomo @usmankansong @corbuzier @Dennysiregar7 @Uki23 pak dahlah , owh owh woh, dlm hatinya juancuk lambemu nis, ndobol",,12/14/2021 5:25,0,0,AimanJudakusum1,aewin86,aniesbaswedan,DKIJakarta,JakartaTourism,corbuzier
91,akuubisa,MFR,325,259,"RT @corbuzier: Buat si mbak mbak SOPAN... 

https://t.co/lex4ZAtyAT",,12/14/2021 5:23,0,15,corbuzier,,,,,
92,nugroho_kun,Nugroho,176,581,@corbuzier boleh ni rekan2 yang ada di @Humas_MA menonton tayangan ini ??,"ÜT: -7.7941518,110.3928691",12/14/2021 5:12,0,0,corbuzier,Humas_MA,,,,
93,bagasadik5,bagas adi,0,29,@corbuzier Kapan nge rap om,,12/14/2021 5:09,0,0,corbuzier,,,,,
94,danz_sympony,AlDan ih,245,549,"@corbuzier Orang2 kaya gini punya pasar di masyarakat kita, jadi weh, yah begitu deh jadi influenzah, opini aja sih, tapi setidaknya imo menggambarkan bagaimana sifat dari masyarakat kita",indonesia,12/14/2021 5:09,1,0,corbuzier,,,,,
95,danz_sympony,AlDan ih,245,549,"@corbuzier Kemaren nanya ade, 
- Rachel Venya téh siapa? 
Selebgram
-Kenapa terkenal nya gara² apa?
*Bingung dulu, pokoknya dia teh asalnya dari ga sukses terus bisa sukses gitu
- iya gara² apa suksesnya?
Gatau atuh
Kayaknya orang² kaya gini yang bikin terkenal ya masih orang² kita juga",indonesia,12/14/2021 5:08,1,0,corbuzier,,,,,
